Model probability	Spectral learning probability
2.445702e-51	2.097746e-51	[2, 4, 7, 2, 0, 0, 6, 0, 3, 3, 3, 0, 7, 1, 0, 7, 0, 5, 5, 7, 6, 4, 3, 0, 5, 1, 7, 3, 0, 3, 6, 2, 6, 7, 4, 2, 5, 5, 2, 7, 6, 0, 4, 2, 6, 6, 2, 2, 0, 7, 5, 2, 7, 7, 3, 5, 7]
2.150772e-27	2.080270e-27	[0, 5, 7, 0, 7, 7, 1, 7, 3, 3, 1, 7, 6, 5, 7, 6, 1, 2, 5, 1, 7, 1, 1, 1, 7, 1, 1, 6, 0]
1.325877e-24	1.470987e-24	[3, 7, 3, 7, 6, 6, 0, 6, 0, 7, 4, 0, 1, 3, 0, 6, 3, 7, 4, 7, 0, 2, 2, 1, 4, 2, 3]
4.595509e-35	4.333257e-35	[7, 7, 1, 7, 0, 0, 6, 0, 5, 5, 4, 1, 7, 3, 6, 0, 0, 3, 0, 6, 3, 5, 0, 0, 1, 3, 1, 2, 6, 7, 4, 4, 2, 2, 0, 2, 0, 6, 6]
1.834861e-51	1.845411e-51	[6, 7, 4, 4, 7, 6, 0, 3, 3, 4, 3, 0, 1, 1, 6, 4, 0, 6, 5, 7, 5, 5, 0, 0, 2, 3, 6, 2, 1, 1, 2, 0, 7, 7, 0, 4, 6, 7, 3, 1, 7, 1, 3, 0, 7, 3, 7, 7, 7, 6, 7, 5, 5, 4, 4, 1]
1.065106e-44	1.073168e-44	[3, 7, 6, 1, 7, 7, 5, 4, 7, 7, 0, 3, 0, 6, 7, 1, 7, 2, 5, 7, 3, 5, 5, 7, 1, 2, 4, 7, 5, 2, 3, 3, 5, 2, 5, 6, 6, 7, 2, 3, 1, 4, 2, 3, 0, 0, 6, 7]
1.256876e-40	1.020854e-40	[7, 0, 5, 0, 2, 5, 1, 4, 1, 7, 2, 3, 7, 1, 1, 3, 1, 6, 4, 7, 6, 6, 2, 4, 4, 4, 6, 3, 5, 0, 5, 0, 0, 0, 1, 6, 6, 3, 4, 0, 0, 2, 2, 2]
8.592743e-69	8.662618e-69	[2, 2, 0, 7, 0, 6, 2, 6, 2, 1, 2, 4, 4, 3, 7, 7, 3, 2, 0, 7, 5, 3, 6, 7, 7, 5, 7, 3, 6, 1, 7, 7, 2, 6, 7, 7, 3, 6, 7, 2, 6, 2, 2, 4, 0, 7, 0, 6, 6, 4, 7, 7, 3, 0, 4, 7, 7, 7, 3, 0, 6, 2, 6, 3, 3, 2, 4, 2, 2, 0, 6, 0, 0, 5, 3, 3, 7, 5]
3.623152e-58	3.049371e-58	[3, 5, 0, 7, 3, 7, 5, 1, 5, 4, 1, 6, 0, 6, 6, 3, 0, 5, 6, 1, 2, 3, 6, 7, 0, 1, 5, 6, 3, 2, 7, 2, 2, 1, 1, 2, 7, 4, 0, 2, 6, 0, 3, 7, 4, 2, 6, 5, 0, 6, 4, 6, 7, 3, 6, 3, 0, 0, 4, 7, 2, 4, 1, 2]
1.849209e-33	2.062470e-33	[0, 7, 3, 7, 2, 6, 3, 2, 7, 2, 1, 4, 6, 2, 7, 4, 6, 0, 2, 6, 7, 0, 2, 5, 1, 0, 0, 2, 4, 0, 7, 6, 6, 2, 6, 3, 6, 7]
2.379366e-41	2.094602e-41	[2, 4, 0, 2, 7, 0, 7, 5, 4, 4, 7, 5, 7, 0, 7, 1, 0, 7, 2, 1, 2, 2, 0, 6, 0, 2, 6, 7, 1, 6, 6, 7, 0, 6, 0, 3, 4, 6, 0, 1, 6, 6, 5, 6, 1, 0, 7]
9.123417e-12	9.678638e-12	[7, 6, 3, 6, 3, 4, 7, 3, 7, 5, 1, 7]
1.154645e-20	1.062922e-20	[6, 1, 0, 0, 5, 1, 3, 0, 1, 5, 7, 1, 6, 1, 0, 4, 5, 6, 2, 7, 7, 0]
6.408211e-67	6.556470e-67	[5, 7, 6, 6, 4, 3, 6, 1, 1, 6, 2, 7, 5, 0, 2, 3, 2, 4, 0, 0, 4, 2, 2, 6, 1, 7, 7, 5, 6, 6, 7, 2, 0, 1, 2, 0, 6, 7, 6, 5, 0, 7, 1, 0, 6, 3, 6, 4, 5, 7, 2, 0, 4, 1, 0, 7, 5, 0, 4, 0, 2, 7, 4, 6, 4, 2, 6, 7, 7, 2, 6, 0, 6, 6, 6, 0]
2.064354e-51	2.578151e-51	[6, 6, 5, 7, 6, 5, 7, 3, 4, 6, 6, 3, 0, 4, 4, 7, 4, 6, 2, 0, 3, 6, 3, 3, 0, 2, 0, 1, 2, 2, 7, 0, 4, 2, 6, 3, 5, 4, 6, 3, 4, 0, 6, 4, 4, 2, 4, 3, 0, 2, 0, 7, 7, 0, 1, 7, 6]
1.035673e-82	1.170783e-82	[6, 3, 2, 5, 3, 0, 1, 6, 7, 5, 1, 6, 6, 0, 2, 7, 1, 0, 1, 7, 0, 2, 2, 0, 0, 7, 3, 6, 0, 3, 2, 3, 1, 5, 4, 2, 0, 0, 3, 4, 7, 7, 6, 5, 4, 6, 5, 4, 7, 1, 7, 7, 4, 2, 7, 4, 2, 3, 3, 7, 0, 7, 2, 2, 2, 2, 2, 0, 6, 7, 1, 3, 1, 3, 2, 6, 7, 3, 2, 3, 7, 5, 0, 4, 0, 5, 0, 7, 1, 5, 6]
2.641166e-45	2.276433e-45	[3, 2, 4, 1, 5, 6, 4, 6, 4, 3, 5, 1, 3, 1, 1, 6, 0, 2, 5, 3, 7, 7, 5, 0, 4, 6, 7, 3, 7, 4, 4, 1, 2, 3, 7, 0, 7, 6, 4, 3, 3, 7, 5, 2, 0, 1, 2, 2]
9.139147e-43	9.300963e-43	[4, 1, 6, 0, 3, 2, 0, 0, 3, 2, 7, 1, 6, 2, 6, 7, 6, 4, 2, 3, 7, 7, 5, 3, 2, 3, 6, 7, 6, 4, 3, 2, 7, 7, 4, 1, 4, 1, 0, 6, 5, 0, 0, 1, 0, 4, 6]
2.294526e-64	2.361041e-64	[7, 6, 6, 7, 0, 3, 0, 6, 4, 4, 0, 3, 0, 0, 0, 5, 5, 6, 2, 4, 5, 0, 6, 2, 7, 6, 6, 0, 3, 6, 3, 7, 0, 2, 2, 7, 1, 2, 2, 0, 5, 7, 0, 1, 6, 3, 1, 6, 7, 2, 1, 1, 0, 2, 7, 5, 3, 0, 6, 2, 0, 2, 3, 2, 3, 7, 3, 0, 1, 7, 5, 4]
1.763861e-78	1.610074e-78	[5, 0, 6, 6, 4, 7, 7, 1, 0, 7, 6, 7, 4, 1, 6, 0, 2, 7, 5, 7, 3, 3, 0, 7, 6, 2, 1, 5, 7, 4, 5, 2, 7, 3, 0, 7, 6, 4, 6, 6, 1, 4, 6, 2, 5, 7, 7, 2, 4, 7, 0, 6, 5, 2, 6, 6, 3, 0, 0, 3, 1, 5, 6, 4, 7, 0, 4, 7, 0, 2, 1, 3, 7, 6, 6, 7, 4, 3, 5, 3, 0, 4, 5, 4, 0, 2, 0]
1.063919e-40	8.432024e-41	[6, 0, 6, 0, 6, 0, 6, 0, 3, 0, 6, 2, 0, 7, 0, 6, 7, 7, 4, 1, 1, 6, 2, 0, 6, 0, 0, 2, 0, 5, 4, 2, 0, 7, 2, 0, 6, 2, 2, 5, 1, 7, 2, 3, 1, 4, 6]
5.153264e-16	5.213469e-16	[2, 3, 4, 1, 1, 2, 2, 4, 5, 5, 0, 1, 7, 7, 1, 5]
5.887625e-21	6.130705e-21	[7, 0, 2, 4, 6, 7, 2, 0, 6, 7, 6, 1, 4, 2, 4, 6, 5, 0, 6, 4, 6, 3, 4]
7.842279e-18	7.881390e-18	[0, 3, 1, 6, 0, 3, 0, 6, 6, 0, 2, 1, 0, 6, 6, 0, 7, 1, 1, 6]
3.439820e-30	3.589808e-30	[0, 1, 2, 6, 3, 4, 7, 6, 5, 0, 2, 5, 1, 3, 0, 0, 0, 3, 6, 0, 1, 0, 6, 3, 6, 0, 0, 6, 7, 5, 7, 0, 6, 2]
1.173719e-51	1.315143e-51	[3, 7, 6, 3, 3, 7, 4, 1, 3, 0, 4, 5, 4, 2, 6, 2, 7, 1, 7, 6, 0, 6, 4, 2, 3, 0, 0, 2, 2, 0, 1, 3, 0, 6, 0, 0, 0, 4, 6, 3, 6, 0, 7, 7, 2, 7, 0, 7, 0, 7, 3, 4, 0, 5, 7, 2, 6, 5]
1.482515e-24	1.519250e-24	[7, 0, 6, 7, 2, 7, 0, 2, 0, 0, 0, 7, 0, 2, 4, 7, 0, 0, 6, 1, 3, 7, 4, 6, 3, 4, 6, 2]
6.137120e-51	5.230904e-51	[6, 3, 2, 0, 7, 4, 7, 1, 4, 2, 7, 6, 6, 4, 4, 6, 0, 3, 6, 7, 6, 1, 0, 6, 2, 6, 3, 7, 6, 2, 0, 7, 7, 1, 6, 3, 2, 2, 6, 6, 5, 5, 1, 6, 2, 4, 1, 7, 6, 0, 5, 7, 1, 7, 4, 2, 3]
5.946134e-14	5.360790e-14	[4, 7, 3, 4, 4, 5, 6, 0, 0, 0, 2, 6, 6, 1, 0]
2.271040e-78	2.160526e-78	[2, 1, 0, 4, 7, 3, 2, 7, 6, 1, 0, 1, 2, 0, 7, 6, 7, 4, 7, 7, 7, 0, 4, 6, 2, 6, 2, 6, 1, 0, 1, 6, 0, 6, 6, 0, 5, 0, 3, 2, 7, 0, 2, 3, 7, 4, 4, 6, 0, 4, 2, 7, 4, 7, 3, 0, 0, 5, 0, 7, 7, 7, 1, 1, 0, 6, 3, 1, 1, 0, 7, 7, 6, 0, 6, 6, 0, 0, 0, 2, 7, 1, 6, 3, 4, 4, 6, 7, 1]
9.105599e-11	8.957303e-11	[0, 6, 2, 1, 0, 4, 2, 0, 5, 4, 5]
1.509515e-54	1.525427e-54	[1, 3, 7, 2, 4, 1, 6, 4, 6, 1, 3, 5, 7, 6, 7, 1, 6, 7, 3, 3, 7, 0, 7, 0, 3, 6, 2, 1, 3, 3, 4, 7, 4, 6, 2, 5, 4, 6, 6, 1, 0, 6, 1, 3, 0, 0, 7, 7, 4, 0, 6, 0, 0, 7, 3, 0, 2, 3, 2, 1]
1.880679e-12	1.985783e-12	[2, 4, 3, 6, 1, 4, 6, 7, 2, 6, 7, 1, 7]
6.804467e-81	4.826529e-81	[2, 2, 6, 0, 5, 6, 2, 4, 1, 2, 1, 7, 3, 0, 1, 7, 0, 5, 0, 7, 0, 7, 2, 3, 7, 6, 6, 2, 1, 4, 0, 0, 6, 6, 7, 4, 2, 0, 7, 5, 0, 7, 4, 1, 1, 5, 6, 0, 3, 2, 4, 4, 6, 2, 3, 0, 0, 4, 5, 2, 3, 0, 6, 0, 5, 0, 0, 4, 7, 3, 7, 4, 0, 7, 1, 3, 0, 6, 0, 4, 2, 2, 2, 5, 0, 5, 0, 0, 6, 2, 0]
3.776500e-22	3.927832e-22	[4, 0, 7, 7, 3, 3, 6, 0, 7, 0, 0, 0, 5, 2, 0, 3, 1, 4, 7, 6, 2, 2, 1, 4]
4.598802e-61	4.090467e-61	[4, 3, 0, 5, 0, 7, 0, 1, 0, 2, 6, 1, 0, 1, 6, 6, 3, 4, 7, 0, 6, 2, 4, 0, 2, 1, 3, 3, 6, 0, 2, 0, 6, 1, 1, 1, 1, 7, 7, 3, 4, 0, 0, 2, 0, 7, 2, 4, 4, 5, 0, 0, 2, 0, 0, 7, 2, 0, 6, 0, 3, 3, 6, 3, 6, 4, 4, 5]
1.537482e-65	1.133981e-65	[4, 2, 7, 2, 3, 6, 5, 1, 4, 1, 5, 5, 1, 2, 0, 0, 5, 7, 2, 7, 1, 5, 0, 0, 5, 3, 7, 5, 2, 1, 4, 4, 3, 0, 4, 0, 2, 2, 3, 3, 2, 0, 6, 7, 2, 6, 1, 4, 1, 0, 1, 7, 2, 6, 7, 0, 1, 6, 2, 1, 5, 3, 5, 7, 7, 2, 0, 6, 2, 0, 4]
2.621784e-11	2.651501e-11	[6, 0, 2, 1, 0, 5, 0, 0, 1, 0, 1, 2]
2.970796e-50	2.669757e-50	[1, 6, 3, 2, 7, 2, 3, 6, 4, 6, 1, 4, 4, 6, 1, 6, 6, 0, 5, 3, 4, 6, 7, 5, 1, 7, 6, 4, 0, 0, 0, 6, 5, 7, 0, 2, 7, 1, 5, 4, 1, 6, 5, 2, 5, 5, 1, 2, 3, 4, 0, 3, 3, 5]
1.976867e-24	2.104671e-24	[5, 7, 4, 7, 4, 0, 0, 6, 2, 2, 2, 6, 2, 5, 4, 3, 3, 6, 1, 0, 6, 0, 2, 7, 7, 7, 2]
1.638587e-62	1.668363e-62	[5, 5, 2, 2, 0, 2, 2, 6, 5, 6, 6, 6, 0, 4, 7, 1, 2, 2, 0, 0, 6, 0, 7, 7, 0, 5, 2, 5, 0, 4, 0, 7, 2, 0, 6, 2, 4, 3, 1, 4, 0, 4, 6, 7, 0, 7, 6, 1, 0, 7, 6, 7, 1, 6, 7, 2, 2, 0, 0, 6, 2, 2, 2, 6, 0, 2, 2, 1, 2, 0, 0, 6]
5.725813e-45	6.347912e-45	[0, 3, 7, 4, 7, 5, 0, 6, 5, 6, 1, 2, 2, 1, 0, 4, 1, 3, 7, 4, 4, 7, 7, 0, 7, 6, 2, 1, 3, 2, 4, 6, 1, 7, 7, 4, 7, 1, 7, 4, 0, 7, 5, 0, 4, 2, 7, 1, 0]
6.882099e-19	7.053196e-19	[0, 7, 4, 4, 6, 2, 7, 6, 7, 2, 1, 7, 7, 0, 2, 6, 6, 5, 1, 7, 7]
1.808548e-42	1.369750e-42	[2, 4, 1, 2, 2, 0, 4, 4, 3, 6, 0, 5, 5, 1, 7, 5, 5, 2, 0, 3, 5, 5, 6, 4, 0, 7, 5, 7, 1, 3, 7, 1, 5, 6, 5, 1, 6, 2, 0, 6, 4, 1, 6, 1, 4]
1.434283e-65	1.663976e-65	[1, 7, 0, 0, 4, 6, 7, 7, 6, 3, 1, 0, 2, 6, 6, 6, 6, 2, 6, 7, 0, 4, 7, 0, 0, 7, 6, 2, 2, 0, 0, 0, 2, 6, 6, 5, 6, 4, 1, 7, 4, 3, 6, 4, 5, 0, 0, 0, 5, 4, 2, 6, 0, 1, 1, 3, 0, 0, 6, 4, 2, 4, 3, 4, 6, 3, 4, 5, 0, 2, 4, 7, 6, 6]
8.099863e-19	7.418318e-19	[0, 4, 4, 6, 7, 6, 0, 1, 1, 3, 5, 0, 5, 5, 3, 7, 6, 1, 0, 0]
3.615713e-83	3.994312e-83	[1, 7, 3, 7, 0, 3, 1, 6, 5, 5, 3, 4, 0, 1, 6, 7, 1, 2, 0, 6, 3, 7, 0, 7, 6, 1, 0, 5, 7, 2, 6, 1, 6, 6, 6, 0, 0, 2, 6, 3, 0, 1, 0, 7, 2, 1, 5, 0, 0, 7, 2, 7, 7, 6, 5, 6, 2, 7, 5, 7, 3, 6, 3, 0, 3, 4, 0, 5, 2, 7, 2, 2, 0, 5, 6, 7, 6, 6, 7, 4, 0, 6, 5, 6, 1, 0, 4, 3, 2, 6, 0, 2, 7, 7]
6.217004e-40	6.728169e-40	[0, 2, 7, 7, 7, 1, 1, 0, 6, 7, 4, 4, 6, 7, 7, 7, 3, 2, 2, 5, 0, 4, 2, 0, 7, 0, 2, 3, 5, 2, 7, 5, 1, 2, 7, 7, 1, 0, 4, 7, 2, 7, 1, 0]
1.080501e-27	1.057306e-27	[4, 1, 7, 7, 0, 6, 7, 1, 3, 7, 5, 0, 1, 7, 7, 1, 0, 4, 5, 7, 0, 0, 6, 4, 4, 6, 0, 0, 5, 5]
2.279166e-68	2.068329e-68	[0, 1, 3, 4, 6, 2, 4, 0, 5, 3, 7, 7, 4, 0, 0, 0, 2, 4, 3, 3, 4, 5, 7, 6, 6, 5, 3, 2, 1, 0, 7, 6, 0, 0, 4, 7, 6, 2, 7, 7, 5, 0, 4, 2, 3, 0, 7, 3, 1, 6, 1, 4, 1, 1, 6, 2, 7, 4, 0, 2, 6, 7, 7, 7, 4, 7, 3, 1, 0, 3, 2, 2, 5, 1, 6]
3.741342e-33	4.045668e-33	[0, 6, 4, 0, 7, 7, 6, 6, 7, 6, 1, 7, 7, 6, 0, 1, 4, 2, 1, 0, 7, 6, 3, 3, 7, 3, 4, 6, 6, 0, 4, 6, 5, 1, 0, 0, 5]
3.019020e-18	3.131628e-18	[6, 0, 7, 3, 3, 7, 7, 2, 1, 2, 2, 4, 6, 7, 0, 1, 3, 0, 2, 6]
2.656359e-42	3.041068e-42	[1, 4, 7, 4, 3, 6, 0, 5, 4, 6, 5, 4, 0, 5, 7, 4, 3, 0, 7, 2, 2, 0, 1, 3, 6, 3, 5, 6, 6, 2, 6, 0, 0, 6, 2, 0, 7, 6, 2, 6, 7, 4, 6, 7, 4, 0, 2]
5.113077e-16	4.952265e-16	[2, 5, 0, 2, 5, 1, 0, 7, 4, 7, 2, 2, 7, 3, 6, 0, 3]
6.461342e-70	5.485467e-70	[3, 7, 6, 4, 2, 7, 7, 2, 3, 3, 3, 1, 2, 0, 7, 7, 0, 3, 0, 2, 5, 7, 1, 0, 4, 7, 0, 0, 6, 3, 1, 3, 1, 2, 4, 0, 7, 6, 6, 4, 7, 2, 7, 6, 1, 5, 7, 5, 2, 6, 7, 2, 0, 0, 1, 2, 7, 0, 1, 7, 0, 5, 1, 1, 7, 2, 7, 5, 7, 6, 7, 1, 3, 2, 4, 7, 5]
1.978490e-75	1.696747e-75	[6, 6, 0, 0, 3, 7, 2, 0, 6, 1, 5, 3, 6, 4, 0, 7, 6, 7, 6, 3, 5, 3, 7, 1, 5, 5, 6, 2, 5, 4, 1, 5, 1, 6, 4, 0, 0, 7, 2, 7, 2, 2, 3, 1, 6, 4, 4, 0, 2, 7, 2, 1, 5, 4, 2, 3, 6, 2, 0, 2, 1, 6, 6, 6, 2, 2, 2, 1, 6, 4, 2, 7, 6, 7, 2, 3, 6, 7, 7, 5, 2, 7, 5, 0]
3.634186e-84	3.687202e-84	[0, 2, 6, 5, 7, 6, 4, 2, 2, 3, 0, 5, 5, 4, 5, 3, 2, 2, 6, 1, 7, 5, 1, 7, 7, 3, 1, 2, 6, 4, 2, 7, 0, 4, 2, 5, 7, 7, 0, 5, 2, 6, 0, 0, 1, 0, 6, 2, 4, 4, 7, 4, 0, 4, 6, 5, 0, 6, 6, 6, 0, 6, 7, 0, 6, 2, 2, 5, 0, 7, 5, 7, 0, 1, 6, 4, 1, 5, 5, 2, 6, 2, 3, 7, 7, 7, 1, 5, 6, 5, 6, 6, 4, 2]
